cust_id,age,Gender,Usage Frequency,Support Calls,type_plan,arrival_year,arrival_month,arrival_date,market_segment_type,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,Total Spend,no_of_special_requests,booking_status
INN19153,53,Female,13,6,Basic,2024,8,18,Offline,0,0,547,1,Canceled
INN05222,48,Male,9,4,Standard,2023,11,30,Online,0,1,171,1,Not_Canceled
INN17768,53,Male,3,7,Basic,2024,3,8,Online,0,0,664,0,Not_Canceled
INN07965,44,Male,23,5,Standard,2024,4,27,Online,0,0,103,0,Canceled
INN34332,31,Female,21,0,Premium,2024,4,20,Offline,0,0,682,0,Not_Canceled
INN22997,54,Male,14,2,Basic,2023,10,16,Online,0,0,608,0,Not_Canceled
INN21013,27,Male,18,5,Basic,2023,10,16,Offline,0,0,787,0,Not_Canceled
INN14932,19,Female,3,10,Basic,2023,9,30,Corporate,0,0,818,0,Not_Canceled
INN11452,47,Female,18,0,Basic,2024,9,29,Offline,0,0,510,1,Not_Canceled
INN14639,62,Male,6,3,Basic,2024,6,2,Offline,0,0,639,0,Not_Canceled
INN35025,28,Male,19,2,Standard,2023,7,17,Offline,0,0,491,0,Canceled
INN35557,51,Male,16,3,Basic,2024,10,17,Online,0,0,441,2,Not_Canceled
INN16605,55,Female,3,0,Premium,2024,10,30,Online,0,0,922,0,Canceled
INN16712,62,Male,14,6,Standard,2023,8,15,Online,0,0,549,2,Canceled
INN29121,36,Female,21,8,Standard,2024,7,6,Online,0,0,723,0,Not_Canceled
INN00706,63,Male,25,2,Basic,2024,9,11,Online,0,0,705,1,Not_Canceled
INN02147,53,Male,8,6,Premium,2024,2,28,Corporate,0,2,747,0,Not_Canceled
INN28324,64,Female,9,6,Standard,2024,12,1,Online,0,0,748,0,Not_Canceled
INN01067,40,Male,1,9,Standard,2024,8,10,Online,0,0,929,1,Not_Canceled
INN03571,34,Female,28,7,Basic,2023,9,17,Online,0,0,992,0,Not_Canceled
INN04217,25,Female,24,10,Basic,2024,12,14,Online,0,0,269,0,Not_Canceled
INN30828,63,Female,30,3,Premium,2023,11,15,Online,0,0,652,0,Not_Canceled
INN31916,50,Male,29,8,Standard,2024,2,19,Corporate,0,0,107,0,Not_Canceled
INN27094,50,Male,14,6,Premium,2024,4,30,Online,0,0,440,1,Not_Canceled
INN20703,34,Female,30,5,Premium,2024,3,28,Online,0,0,704,1,Canceled
INN04242,44,Female,21,1,Standard,2024,9,3,Online,0,0,562,1,Canceled
INN09039,36,Female,20,1,Premium,2024,10,29,Online,0,0,872,1,Not_Canceled
INN35501,43,Female,9,9,Standard,2024,9,22,Online,0,0,562,1,Canceled
INN04170,57,Male,21,4,Premium,2024,8,21,Offline,0,0,104,1,Not_Canceled
INN09481,29,Female,2,5,Standard,2024,9,23,Online,0,0,263,1,Not_Canceled
INN25579,60,Male,17,10,Basic,2024,11,14,Offline,0,0,266,0,Not_Canceled
INN00617,53,Male,30,7,Premium,2023,9,7,Offline,0,0,586,0,Not_Canceled
INN15771,34,Female,2,1,Premium,2024,2,7,Offline,0,0,198,0,Not_Canceled
INN24460,41,Male,3,2,Basic,2024,1,31,Online,0,0,888,1,Not_Canceled
INN16818,50,Female,7,10,Standard,2024,6,6,Offline,0,0,466,0,Not_Canceled
INN05383,31,Male,20,2,Standard,2024,10,23,Online,0,0,604,1,Canceled
INN05468,61,Male,21,4,Basic,2024,9,30,Online,0,0,225,2,Canceled
INN04529,39,Female,7,0,Standard,2024,11,3,Online,0,0,432,0,Canceled
INN09155,51,Male,21,4,Standard,2024,3,2,Offline,0,0,253,0,Not_Canceled
INN01973,43,Female,4,7,Premium,2023,10,5,Offline,0,0,759,0,Not_Canceled
INN24453,31,Male,19,6,Premium,2024,8,1,Online,0,0,266,3,Not_Canceled
INN30767,21,Female,24,0,Premium,2024,8,16,Online,0,0,591,0,Canceled
INN01524,50,Female,30,3,Basic,2023,7,7,Complementary,0,0,249,1,Not_Canceled
INN13911,24,Male,9,0,Basic,2024,10,16,Online,0,0,415,0,Canceled
INN28343,62,Male,10,10,Premium,2024,4,8,Online,0,0,575,1,Not_Canceled
INN34617,49,Female,2,2,Premium,2024,8,31,Online,0,0,768,0,Canceled
INN16478,60,Male,6,0,Basic,2024,10,28,Online,0,0,872,1,Not_Canceled
INN28655,19,Female,16,4,Basic,2024,9,1,Offline,0,0,301,1,Not_Canceled
INN16823,46,Female,7,3,Standard,2023,12,24,Offline,0,0,374,0,Not_Canceled
INN12658,32,Female,21,10,Basic,2024,3,27,Offline,0,0,208,0,Not_Canceled
INN28497,28,Male,26,3,Premium,2024,3,16,Online,0,0,670,1,Not_Canceled
INN06497,40,Female,20,7,Premium,2024,8,13,Online,0,0,703,1,Not_Canceled
INN36230,23,Female,8,9,Standard,2023,11,25,Online,0,0,315,1,Not_Canceled
INN01720,59,Male,27,0,Basic,2024,1,2,Offline,0,0,205,0,Not_Canceled
INN35398,47,Male,16,4,Basic,2024,1,25,Corporate,0,0,964,0,Not_Canceled
INN08375,29,Male,23,4,Premium,2024,4,29,Online,0,0,772,0,Canceled
INN33097,62,Male,5,6,Standard,2024,2,17,Online,0,0,266,0,Not_Canceled
INN03247,29,Female,14,5,Premium,2024,8,2,Online,0,0,176,0,Not_Canceled
INN14527,20,Male,17,10,Standard,2024,5,22,Online,0,0,383,2,Not_Canceled
INN14556,32,Female,13,0,Standard,2024,5,4,Offline,0,0,644,1,Not_Canceled
INN08305,33,Male,24,5,Premium,2024,5,9,Online,0,0,159,0,Not_Canceled
INN27074,26,Female,28,8,Basic,2023,8,23,Online,0,0,250,0,Not_Canceled
INN22014,50,Male,28,1,Standard,2024,12,2,Corporate,0,0,619,0,Not_Canceled
INN28523,23,Male,16,8,Premium,2024,5,11,Online,0,0,163,0,Canceled
INN05129,55,Male,6,5,Basic,2024,10,27,Online,0,0,563,2,Not_Canceled
INN20758,39,Female,1,8,Premium,2024,11,14,Online,0,0,355,2,Canceled
INN28837,41,Female,13,1,Basic,2023,11,13,Offline,0,0,547,0,Not_Canceled
INN02799,57,Male,16,3,Premium,2024,5,15,Online,0,0,145,2,Not_Canceled
INN26915,26,Female,25,6,Premium,2024,12,14,Online,0,0,648,1,Not_Canceled
INN02623,36,Male,22,8,Standard,2024,10,4,Online,0,0,896,1,Not_Canceled
INN05686,18,Male,29,8,Premium,2023,9,20,Offline,0,0,354,0,Not_Canceled
INN35699,29,Male,19,6,Premium,2024,6,1,Online,0,0,152,0,Canceled
INN25840,36,Female,23,2,Basic,2024,7,3,Online,0,0,551,1,Not_Canceled
INN25754,49,Female,4,3,Standard,2024,6,15,Offline,0,0,981,0,Canceled
INN05032,49,Male,20,9,Premium,2024,8,9,Online,0,0,830,2,Canceled
INN30191,24,Male,29,9,Basic,2024,5,23,Corporate,0,0,191,0,Not_Canceled
INN14638,35,Male,3,7,Standard,2024,6,13,Online,0,0,437,2,Not_Canceled
INN24139,53,Female,21,7,Premium,2024,7,27,Online,0,0,146,1,Canceled
INN18942,46,Female,29,5,Standard,2024,9,19,Online,0,0,254,1,Canceled
INN13656,43,Male,1,8,Premium,2024,3,22,Online,0,0,451,0,Not_Canceled
INN00881,29,Male,20,1,Basic,2024,12,18,Offline,0,0,569,0,Not_Canceled
INN32850,22,Female,6,2,Basic,2024,2,6,Corporate,0,0,951,0,Not_Canceled
INN10032,34,Female,27,1,Premium,2024,1,20,Online,0,0,137,1,Not_Canceled
INN22509,34,Male,19,1,Premium,2024,8,3,Online,0,0,911,0,Canceled
INN04169,34,Male,11,7,Standard,2024,12,8,Online,0,0,554,2,Not_Canceled
INN04362,22,Female,17,1,Premium,2024,6,15,Online,0,0,748,0,Canceled
INN02711,50,Male,25,8,Basic,2024,3,10,Online,0,0,452,0,Canceled
INN17163,52,Female,28,9,Standard,2023,10,23,Online,0,0,463,2,Not_Canceled
INN21635,47,Male,12,9,Basic,2024,9,18,Online,0,0,177,0,Not_Canceled
INN01247,64,Female,12,1,Premium,2023,9,18,Offline,0,0,203,0,Not_Canceled
INN00665,30,Female,30,4,Standard,2024,8,8,Online,0,0,665,2,Not_Canceled
INN30868,40,Female,22,7,Standard,2024,6,15,Offline,0,0,287,1,Canceled
INN06342,48,Male,19,4,Standard,2024,11,3,Online,0,0,441,0,Canceled
INN16179,19,Male,25,0,Premium,2024,9,30,Offline,0,0,598,0,Canceled
INN18806,51,Male,30,6,Basic,2024,10,3,Online,0,0,887,1,Not_Canceled
INN29465,29,Male,10,9,Basic,2024,3,11,Online,0,0,528,1,Not_Canceled
INN11132,45,Female,12,1,Premium,2024,7,3,Online,0,0,471,0,Canceled
INN16745,36,Male,26,8,Standard,2024,5,6,Offline,0,0,565,0,Not_Canceled
INN19528,65,Male,19,4,Basic,2024,4,1,Online,0,0,553,1,Not_Canceled
INN02806,22,Male,28,5,Premium,2024,8,24,Online,0,0,966,0,Canceled
INN20547,22,Male,4,5,Basic,2024,8,12,Online,0,0,642,1,Canceled
INN25837,53,Male,22,10,Standard,2024,6,7,Offline,0,0,957,0,Canceled
INN15823,20,Female,5,1,Premium,2024,2,21,Online,0,0,383,1,Not_Canceled
INN07743,48,Male,26,5,Premium,2024,4,25,Online,0,0,328,1,Not_Canceled
INN05426,52,Female,19,7,Premium,2024,4,6,Online,0,0,753,1,Not_Canceled
INN07652,56,Female,5,7,Standard,2024,5,12,Online,0,0,596,1,Not_Canceled
INN08512,56,Male,11,3,Standard,2024,8,11,Online,0,0,438,1,Canceled
INN00262,58,Female,5,5,Standard,2024,1,16,Online,0,0,262,0,Not_Canceled
INN25962,52,Female,25,10,Basic,2023,8,15,Offline,0,0,161,0,Canceled
INN24712,18,Female,25,7,Basic,2024,3,3,Online,0,0,379,0,Canceled
INN21982,61,Male,29,5,Basic,2024,5,1,Online,0,0,735,0,Canceled
INN00854,47,Male,2,10,Premium,2024,6,17,Online,0,0,657,1,Not_Canceled
INN15945,23,Female,8,3,Basic,2024,10,5,Offline,0,0,120,0,Canceled
INN01476,53,Male,13,1,Basic,2023,10,1,Online,0,0,776,1,Not_Canceled
INN14988,29,Female,2,8,Premium,2024,4,24,Offline,0,0,194,0,Canceled
INN26239,63,Female,16,1,Basic,2024,3,2,Online,0,0,819,0,Canceled
INN12362,34,Male,19,4,Basic,2023,12,28,Online,0,0,887,0,Not_Canceled
INN34671,38,Female,7,10,Basic,2024,6,3,Offline,0,0,404,0,Canceled
INN00375,43,Male,6,2,Standard,2024,12,10,Online,0,0,195,1,Not_Canceled
INN03644,54,Female,22,9,Premium,2024,7,7,Online,0,0,975,1,Not_Canceled
INN29880,48,Female,26,1,Premium,2024,9,30,Aviation,0,0,371,0,Canceled
INN21083,19,Male,10,8,Basic,2023,10,30,Online,0,0,532,1,Not_Canceled
INN26996,32,Male,30,6,Premium,2024,8,26,Online,0,0,738,0,Canceled
INN28582,24,Male,23,1,Premium,2024,8,18,Online,0,0,629,0,Canceled
INN24049,35,Female,9,5,Standard,2024,4,7,Online,0,0,330,0,Not_Canceled
INN27584,44,Male,16,1,Basic,2024,10,5,Offline,0,0,868,0,Canceled
INN32882,37,Female,8,7,Premium,2024,10,26,Online,0,0,415,1,Canceled
INN10218,30,Female,16,5,Standard,2024,6,17,Offline,0,0,286,0,Canceled
INN13185,65,Female,28,1,Basic,2024,12,26,Online,0,0,284,0,Not_Canceled
INN10581,60,Male,14,6,Premium,2024,4,17,Online,0,0,119,0,Not_Canceled
INN00645,25,Female,7,3,Standard,2024,2,6,Online,0,0,438,0,Not_Canceled
INN23948,36,Female,26,4,Premium,2024,2,7,Online,0,0,760,1,Canceled
INN30245,35,Male,10,2,Basic,2023,12,9,Offline,0,0,720,0,Not_Canceled
INN18315,34,Male,15,5,Standard,2023,11,27,Offline,0,0,996,0,Not_Canceled
INN08448,26,Male,19,1,Standard,2024,8,22,Online,0,0,328,0,Canceled
INN20927,34,Male,4,9,Basic,2024,10,7,Online,0,0,636,0,Canceled
INN16152,51,Male,22,2,Premium,2024,8,21,Online,0,0,734,0,Canceled
INN05182,46,Female,24,4,Basic,2024,11,23,Online,0,0,934,1,Canceled
INN24461,61,Male,25,8,Basic,2023,10,5,Offline,0,0,205,0,Not_Canceled
INN08772,64,Female,7,5,Standard,2024,2,19,Corporate,0,0,470,0,Canceled
INN11061,48,Female,26,9,Premium,2024,7,23,Online,0,0,386,1,Not_Canceled
INN30762,19,Female,3,5,Premium,2024,3,13,Online,0,0,237,1,Canceled
INN26649,47,Female,28,10,Standard,2024,10,13,Corporate,0,2,352,1,Not_Canceled
INN08371,38,Female,30,10,Premium,2024,6,27,Online,0,0,471,2,Not_Canceled
INN07222,34,Male,4,3,Premium,2024,10,3,Corporate,0,3,768,0,Not_Canceled
INN11896,43,Female,3,7,Premium,2024,8,6,Online,0,0,183,2,Canceled
INN19315,18,Male,26,4,Basic,2024,8,11,Offline,0,0,384,0,Not_Canceled
INN35853,46,Male,25,1,Basic,2024,5,9,Online,0,0,228,1,Canceled
INN36213,18,Male,28,8,Basic,2024,4,4,Offline,0,0,451,0,Canceled
INN30691,54,Female,2,6,Standard,2024,5,20,Offline,0,0,860,1,Not_Canceled
INN27566,38,Male,9,1,Standard,2024,9,27,Offline,0,0,557,2,Not_Canceled
INN35075,64,Male,27,6,Basic,2024,3,20,Offline,0,0,344,0,Not_Canceled
INN20873,58,Female,28,5,Premium,2024,8,14,Online,0,0,627,3,Not_Canceled
INN13975,62,Female,16,6,Standard,2024,3,21,Online,0,0,956,1,Not_Canceled
INN18354,25,Male,26,2,Basic,2024,10,14,Offline,0,0,356,0,Not_Canceled
INN18117,50,Female,29,9,Basic,2024,11,6,Online,0,0,605,0,Not_Canceled
INN32629,28,Male,28,7,Standard,2024,8,30,Online,0,0,566,2,Not_Canceled
INN03814,50,Male,25,4,Basic,2024,12,21,Online,0,0,869,2,Canceled
INN18332,46,Male,29,9,Basic,2024,5,19,Online,0,0,842,1,Not_Canceled
INN08242,58,Female,13,0,Premium,2024,3,15,Online,0,0,279,0,Canceled
INN14308,54,Female,9,3,Premium,2024,2,19,Corporate,0,0,643,0,Not_Canceled
INN16258,65,Female,29,2,Basic,2024,6,24,Offline,0,0,627,0,Not_Canceled
INN12385,45,Female,28,7,Basic,2024,6,22,Online,0,0,334,0,Canceled
INN30174,36,Female,21,8,Basic,2024,10,20,Online,0,0,654,1,Canceled
INN15576,53,Female,28,10,Premium,2023,9,2,Online,0,0,141,2,Not_Canceled
INN00174,23,Male,23,1,Standard,2024,10,18,Online,0,0,875,1,Not_Canceled
INN29161,19,Female,14,1,Standard,2024,10,28,Online,0,0,342,2,Not_Canceled
INN02902,57,Male,12,2,Standard,2024,6,19,Online,0,0,408,0,Canceled
INN01912,52,Male,7,7,Standard,2024,1,19,Online,0,0,648,2,Not_Canceled
INN09888,65,Female,15,3,Premium,2024,1,23,Online,0,0,162,0,Not_Canceled
INN33418,29,Male,24,3,Basic,2024,7,2,Online,0,0,438,1,Not_Canceled
INN33852,30,Female,5,3,Standard,2024,8,31,Online,0,0,563,1,Not_Canceled
INN11936,49,Female,17,7,Premium,2024,8,30,Online,0,0,366,2,Not_Canceled
INN13960,31,Female,11,4,Standard,2023,10,2,Offline,0,0,422,0,Not_Canceled
INN05785,53,Female,23,1,Premium,2024,6,29,Corporate,0,1,924,0,Not_Canceled
INN29243,23,Male,14,1,Premium,2024,12,18,Offline,0,0,883,0,Not_Canceled
INN21623,64,Female,3,3,Premium,2024,1,14,Online,0,0,653,0,Not_Canceled
INN34757,36,Female,23,3,Basic,2024,1,15,Online,0,0,305,1,Not_Canceled
INN35771,25,Male,12,9,Premium,2023,10,16,Offline,0,0,349,0,Canceled
INN34687,53,Male,4,3,Premium,2024,3,20,Online,0,0,947,2,Not_Canceled
INN06574,26,Male,14,9,Premium,2024,5,25,Online,0,0,180,2,Not_Canceled
INN27178,41,Female,25,6,Standard,2024,4,6,Offline,0,0,306,0,Not_Canceled
INN26487,54,Male,6,9,Basic,2024,9,7,Offline,0,0,740,0,Not_Canceled
INN21185,39,Male,29,10,Premium,2024,9,2,Online,0,0,429,1,Canceled
INN13459,65,Male,9,4,Standard,2024,3,18,Offline,0,0,547,0,Not_Canceled
INN08910,61,Female,26,5,Premium,2024,6,4,Offline,0,0,463,0,Canceled
INN02406,25,Female,30,6,Standard,2024,6,24,Offline,0,0,730,0,Not_Canceled
INN25830,47,Female,5,1,Standard,2024,5,31,Corporate,0,0,799,0,Canceled
INN26750,43,Male,26,5,Basic,2023,9,18,Offline,0,0,942,0,Not_Canceled
INN09290,20,Male,18,3,Basic,2024,8,27,Online,0,0,783,1,Canceled
INN17554,39,Female,22,8,Standard,2024,5,23,Online,0,0,635,1,Not_Canceled
INN28060,36,Female,11,9,Premium,2024,4,12,Online,0,0,484,0,Canceled
INN00577,27,Male,5,10,Standard,2024,10,19,Online,0,0,443,1,Canceled
