cust_id,age,Gender,Usage Frequency,Support Calls,type_plan,arrival_year,arrival_month,arrival_date,market_segment_type,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,Total Spend,no_of_special_requests,booking_status
INN00095,40,Female,24,3,Basic,2024,8,30,Online,0,0,404,0,Canceled
INN00096,26,Male,11,0,Basic,2024,8,4,Online,0,0,269,2,Not_Canceled
INN00097,58,Female,17,0,Premium,2024,8,18,Online,0,0,820,1,Canceled
INN00098,56,Female,11,5,Premium,2024,4,13,Online,0,0,590,1,Not_Canceled
INN00099,42,Female,6,8,Basic,2024,11,17,Online,0,0,566,1,Not_Canceled
INN00100,52,Male,2,2,Basic,2024,12,22,Online,0,0,435,0,Not_Canceled
INN00101,32,Male,6,4,Basic,2024,10,23,Online,0,0,649,2,Not_Canceled
INN00102,38,Female,11,5,Standard,2024,5,13,Online,0,0,212,2,Not_Canceled
INN00103,60,Male,10,2,Standard,2024,12,13,Online,0,0,552,2,Not_Canceled
INN00104,48,Male,7,9,Standard,2023,10,31,Online,0,0,421,1,Not_Canceled
INN00105,52,Female,29,2,Basic,2023,10,8,Online,0,0,202,1,Not_Canceled
INN00106,55,Male,15,3,Standard,2024,2,16,Offline,0,0,236,0,Not_Canceled
INN00107,59,Female,11,0,Standard,2023,11,2,Online,0,0,545,0,Not_Canceled
INN00108,26,Male,30,4,Standard,2023,9,21,Online,0,0,414,1,Not_Canceled
INN00109,53,Female,2,2,Premium,2024,6,30,Online,0,0,336,1,Not_Canceled
INN00110,60,Female,26,10,Basic,2023,9,5,Online,0,0,882,3,Not_Canceled
INN00111,28,Male,14,7,Basic,2024,9,30,Online,0,0,856,2,Canceled
INN00112,60,Female,6,2,Standard,2024,6,27,Online,0,0,382,1,Not_Canceled
INN00113,30,Female,6,10,Standard,2024,6,16,Online,0,0,365,2,Not_Canceled
INN00114,27,Male,1,4,Premium,2024,6,30,Online,0,0,330,1,Not_Canceled
INN00115,21,Male,10,7,Premium,2024,6,26,Online,0,0,867,1,Canceled
INN00116,25,Female,19,7,Basic,2024,8,13,Online,0,0,832,1,Not_Canceled
INN00117,32,Female,14,5,Basic,2024,4,22,Online,0,0,552,0,Canceled
INN00118,46,Female,30,0,Standard,2024,11,12,Online,0,0,672,3,Not_Canceled
INN00119,44,Female,7,7,Basic,2024,4,29,Online,0,0,866,0,Canceled
INN00120,27,Female,19,1,Standard,2023,11,14,Online,0,0,604,1,Not_Canceled
INN00121,60,Female,23,1,Standard,2024,9,1,Online,0,0,917,1,Canceled
INN00122,57,Male,20,0,Standard,2024,9,16,Offline,0,0,801,0,Not_Canceled
INN00123,42,Female,12,8,Premium,2024,3,10,Online,0,0,985,0,Canceled
INN00124,31,Female,7,5,Premium,2024,5,5,Online,0,0,295,0,Not_Canceled
INN00125,38,Female,25,10,Standard,2024,4,24,Online,0,0,153,2,Not_Canceled
INN00126,27,Male,27,8,Standard,2024,3,30,Offline,0,0,326,0,Not_Canceled
INN00127,18,Female,30,0,Basic,2024,11,3,Online,0,0,269,1,Canceled
INN00128,40,Female,30,9,Basic,2024,10,14,Online,0,0,537,0,Canceled
INN00129,58,Male,6,4,Premium,2024,6,5,Offline,0,0,684,0,Not_Canceled
INN00130,24,Male,11,10,Basic,2024,7,13,Online,0,0,341,1,Not_Canceled
INN00131,60,Male,14,8,Standard,2024,10,20,Online,0,0,344,2,Not_Canceled
INN00132,39,Female,19,10,Standard,2024,10,17,Online,0,0,890,2,Not_Canceled
INN00133,51,Male,6,1,Standard,2024,12,28,Online,0,0,959,2,Canceled
INN00134,49,Male,18,8,Basic,2023,10,19,Offline,0,0,517,0,Not_Canceled
INN00135,52,Male,26,9,Standard,2024,3,29,Online,0,0,658,0,Not_Canceled
INN00136,36,Female,6,0,Premium,2023,10,9,Online,0,0,787,2,Not_Canceled
INN00137,40,Female,3,6,Standard,2024,7,25,Online,0,0,833,2,Canceled
INN00138,21,Female,24,5,Basic,2024,6,28,Online,0,0,877,2,Not_Canceled
INN00139,56,Female,22,7,Basic,2024,5,22,Online,0,0,584,0,Not_Canceled
INN00140,63,Male,13,5,Premium,2024,4,15,Online,0,0,947,0,Canceled
INN00141,53,Female,4,9,Basic,2024,5,9,Offline,0,0,325,0,Not_Canceled
INN00142,30,Male,26,5,Standard,2024,6,17,Online,0,0,376,0,Canceled
INN00143,54,Female,4,4,Standard,2024,11,18,Online,0,0,855,1,Canceled
INN00144,55,Female,15,6,Standard,2024,10,30,Online,0,0,860,2,Not_Canceled
INN00145,28,Male,26,2,Basic,2024,3,28,Online,0,0,288,1,Not_Canceled
INN00146,56,Female,19,2,Basic,2024,6,1,Complementary,3,5,398,1,Not_Canceled
INN00147,48,Male,20,1,Standard,2024,5,4,Online,0,0,953,1,Not_Canceled
INN00148,40,Female,2,1,Basic,2024,4,8,Online,0,0,761,1,Not_Canceled
INN00149,63,Female,16,4,Standard,2024,6,8,Offline,0,0,770,0,Not_Canceled
INN00150,59,Female,2,6,Standard,2024,4,7,Online,0,0,183,0,Canceled
INN00151,56,Male,21,3,Basic,2024,5,2,Online,0,0,374,1,Not_Canceled
INN00152,29,Female,13,2,Standard,2024,9,29,Online,0,0,285,2,Canceled
INN00153,22,Male,29,10,Basic,2024,4,4,Online,0,0,294,1,Not_Canceled
INN00154,24,Male,22,2,Basic,2023,7,17,Online,0,0,594,0,Canceled
INN00155,55,Male,27,5,Standard,2024,4,6,Offline,0,0,505,0,Not_Canceled
INN00156,32,Female,9,6,Standard,2024,11,1,Corporate,1,5,616,1,Not_Canceled
INN00157,61,Male,27,0,Basic,2024,5,24,Online,0,0,937,0,Not_Canceled
INN00158,63,Male,26,7,Premium,2024,2,17,Offline,0,0,109,0,Not_Canceled
INN00159,56,Female,23,2,Basic,2024,4,14,Online,0,0,411,0,Canceled
INN00160,63,Male,17,10,Standard,2024,6,5,Online,0,0,890,0,Not_Canceled
INN00161,51,Male,9,6,Premium,2024,11,12,Online,0,0,338,2,Not_Canceled
INN00162,64,Male,24,10,Premium,2024,4,17,Online,0,0,609,1,Not_Canceled
INN00163,54,Female,9,4,Premium,2024,10,7,Online,0,0,226,1,Not_Canceled
INN00164,43,Male,22,8,Basic,2024,8,1,Online,0,0,261,1,Not_Canceled
INN00165,24,Male,24,9,Premium,2024,7,12,Online,0,0,900,2,Not_Canceled
INN00166,44,Male,8,10,Basic,2024,1,2,Online,0,0,503,0,Not_Canceled
INN00167,22,Male,3,4,Standard,2024,6,15,Online,0,0,443,0,Canceled
INN00168,50,Female,30,2,Premium,2024,11,16,Online,0,0,537,1,Not_Canceled
INN00169,43,Male,8,9,Premium,2024,9,19,Online,0,0,535,0,Canceled
INN00170,46,Male,7,3,Standard,2023,9,13,Online,0,0,971,1,Not_Canceled
INN00171,40,Female,30,8,Premium,2024,9,15,Online,0,0,351,0,Canceled
INN00172,34,Female,17,1,Premium,2024,12,16,Online,0,0,201,0,Canceled
INN00173,64,Male,7,10,Basic,2024,6,30,Online,0,0,966,1,Not_Canceled
INN00174,23,Male,23,1,Standard,2024,10,18,Online,0,0,875,1,Not_Canceled
INN00175,18,Male,2,4,Standard,2024,11,5,Online,0,0,228,1,Canceled
INN00176,47,Female,21,8,Premium,2024,3,22,Online,0,0,165,0,Not_Canceled
INN00177,48,Male,30,1,Premium,2024,8,17,Online,0,0,850,1,Not_Canceled
INN00178,18,Female,23,1,Premium,2024,5,20,Offline,0,0,729,0,Not_Canceled
INN00179,55,Female,13,1,Standard,2023,10,24,Online,0,0,167,0,Not_Canceled
INN00180,56,Male,20,1,Basic,2024,7,21,Online,0,0,693,0,Canceled
INN00181,21,Female,14,8,Standard,2023,9,9,Online,0,0,854,1,Not_Canceled
INN00182,47,Male,4,8,Standard,2024,3,31,Online,0,0,426,1,Not_Canceled
INN00183,40,Female,19,7,Basic,2024,10,11,Online,0,0,868,0,Canceled
INN00184,48,Female,30,1,Premium,2024,4,2,Online,0,0,408,1,Not_Canceled
INN00185,37,Male,19,10,Premium,2024,8,22,Online,0,0,152,0,Canceled
INN00186,63,Male,10,3,Basic,2024,5,13,Online,0,0,448,1,Not_Canceled
INN00187,51,Female,4,5,Premium,2024,8,8,Offline,0,0,326,0,Not_Canceled
INN00188,32,Female,9,1,Premium,2024,8,15,Online,0,0,951,0,Not_Canceled
INN00189,51,Female,17,9,Standard,2024,8,19,Online,0,0,195,0,Canceled
INN00190,54,Male,7,7,Basic,2024,11,6,Online,0,0,715,1,Not_Canceled
INN00191,18,Female,30,0,Basic,2024,10,10,Online,0,0,101,0,Canceled
INN00192,46,Male,16,8,Basic,2024,10,6,Online,0,0,495,0,Canceled
INN00193,39,Female,21,4,Basic,2024,4,6,Online,0,0,536,0,Canceled
INN00194,59,Female,24,2,Basic,2024,3,25,Online,0,0,516,0,Canceled
INN00195,42,Female,19,6,Premium,2024,8,3,Online,0,0,969,1,Canceled
INN00196,56,Male,18,3,Premium,2024,5,30,Offline,0,0,471,0,Not_Canceled
INN00197,50,Male,7,4,Premium,2023,9,11,Corporate,0,0,902,0,Canceled
INN00198,62,Male,27,8,Standard,2024,3,20,Offline,0,0,499,0,Not_Canceled
INN00199,49,Male,6,8,Basic,2024,3,23,Offline,0,0,378,2,Not_Canceled
INN00200,57,Female,19,3,Premium,2024,9,26,Online,0,0,553,0,Canceled
INN00201,63,Male,20,3,Premium,2024,8,24,Online,0,0,165,1,Not_Canceled
INN00202,42,Female,1,3,Standard,2023,7,16,Online,0,0,733,1,Canceled
INN00203,32,Female,10,3,Basic,2024,12,16,Online,0,0,103,0,Canceled
INN00204,42,Male,28,4,Premium,2024,5,13,Online,0,0,335,0,Canceled
INN00205,52,Female,14,10,Standard,2024,11,19,Offline,0,0,719,1,Not_Canceled
INN00206,37,Male,9,7,Standard,2024,9,8,Online,0,0,460,0,Canceled
INN00207,37,Female,10,9,Basic,2024,5,2,Online,0,0,272,1,Not_Canceled
INN00208,51,Female,16,6,Standard,2024,8,21,Offline,0,0,995,0,Not_Canceled
INN00209,50,Female,27,8,Premium,2024,12,3,Online,0,0,777,0,Not_Canceled
INN00210,61,Female,20,8,Basic,2024,2,27,Complementary,0,0,836,1,Not_Canceled
INN00211,65,Male,4,10,Standard,2023,9,22,Online,0,0,890,1,Not_Canceled
INN00212,35,Male,26,7,Basic,2024,7,18,Offline,0,0,570,1,Not_Canceled
INN00213,33,Female,12,10,Standard,2023,9,22,Online,0,0,204,2,Not_Canceled
INN00214,27,Female,6,6,Basic,2024,8,13,Online,0,0,595,1,Canceled
INN00215,38,Female,11,3,Basic,2024,8,13,Online,0,0,788,1,Not_Canceled
INN00216,65,Male,13,2,Standard,2024,12,5,Online,0,0,142,0,Not_Canceled
INN00217,47,Female,1,5,Premium,2023,10,15,Online,0,0,798,2,Not_Canceled
INN00218,20,Male,7,2,Basic,2024,3,20,Online,0,0,867,1,Not_Canceled
INN00219,60,Male,13,1,Standard,2024,10,13,Offline,0,0,904,1,Not_Canceled
INN00220,44,Male,27,7,Premium,2023,8,22,Online,0,0,936,0,Not_Canceled
INN00221,25,Male,6,9,Standard,2024,6,8,Online,0,0,759,1,Not_Canceled
INN00222,46,Female,7,10,Basic,2024,3,1,Offline,0,0,134,0,Not_Canceled
INN00223,31,Male,13,3,Basic,2024,9,5,Online,0,0,211,0,Not_Canceled
INN00224,34,Female,13,1,Premium,2024,6,10,Offline,0,0,910,1,Not_Canceled
INN00225,60,Female,25,7,Basic,2024,4,14,Online,0,0,944,1,Not_Canceled
INN00226,33,Female,26,3,Standard,2024,4,1,Online,0,0,293,1,Not_Canceled
INN00227,54,Female,26,2,Premium,2024,5,27,Online,0,0,656,1,Canceled
INN00228,33,Female,1,7,Basic,2023,9,19,Online,0,0,411,2,Not_Canceled
INN00229,45,Female,6,2,Basic,2024,3,18,Online,0,0,841,1,Not_Canceled
INN00230,44,Female,14,4,Basic,2024,2,5,Online,0,0,249,0,Canceled
INN00231,43,Male,16,6,Basic,2024,5,7,Online,0,0,493,0,Canceled
INN00232,44,Female,26,4,Premium,2024,5,12,Online,0,0,353,1,Not_Canceled
INN00233,22,Male,12,0,Standard,2024,10,28,Offline,0,0,857,0,Not_Canceled
INN00234,46,Female,7,5,Basic,2023,10,18,Online,0,0,771,0,Not_Canceled
INN00235,34,Female,29,0,Basic,2024,6,21,Online,0,0,580,1,Not_Canceled
INN00236,41,Male,2,4,Premium,2023,8,14,Online,0,0,353,1,Not_Canceled
INN00237,54,Female,19,1,Basic,2024,4,29,Online,0,0,802,0,Canceled
INN00238,44,Female,19,5,Standard,2024,12,26,Online,0,0,618,0,Canceled
INN00239,21,Male,4,10,Basic,2024,12,2,Online,0,0,985,2,Not_Canceled
INN00240,55,Male,5,3,Premium,2024,4,24,Online,0,0,957,0,Canceled
INN00241,50,Male,18,0,Basic,2024,6,16,Online,0,0,148,0,Not_Canceled
INN00242,29,Female,12,9,Premium,2023,10,9,Online,0,0,144,0,Not_Canceled
INN00243,22,Female,25,6,Premium,2023,9,3,Online,0,0,494,0,Not_Canceled
INN00244,49,Male,20,0,Premium,2024,9,14,Corporate,0,0,642,1,Not_Canceled
INN00245,51,Female,16,5,Standard,2024,2,8,Online,0,0,213,1,Not_Canceled
INN00246,21,Male,13,0,Basic,2023,10,2,Offline,0,0,823,0,Not_Canceled
INN00247,20,Male,15,8,Standard,2024,3,24,Online,0,0,582,1,Not_Canceled
INN00248,58,Female,23,0,Standard,2024,5,31,Online,0,0,782,0,Canceled
INN00249,53,Female,4,7,Premium,2024,8,15,Online,0,0,598,0,Canceled
INN00250,21,Male,29,7,Standard,2023,11,9,Online,0,0,990,1,Not_Canceled
INN00251,62,Female,20,10,Basic,2024,8,13,Online,0,0,784,1,Canceled
INN00252,44,Male,19,0,Standard,2023,10,2,Offline,0,0,268,0,Not_Canceled
INN00253,27,Male,16,6,Standard,2024,7,26,Online,0,0,575,1,Canceled
INN00254,64,Male,26,3,Basic,2024,5,21,Offline,0,0,783,0,Not_Canceled
INN00255,60,Male,13,5,Standard,2024,9,7,Online,0,0,504,0,Not_Canceled
INN00256,21,Male,1,1,Premium,2023,11,15,Online,0,0,326,1,Not_Canceled
INN00257,53,Female,23,3,Standard,2023,9,16,Online,0,0,588,0,Not_Canceled
INN00258,36,Female,2,3,Basic,2023,10,16,Online,0,0,486,0,Canceled
INN00259,62,Female,24,9,Premium,2024,10,18,Online,0,0,922,1,Not_Canceled
INN00260,22,Female,5,2,Basic,2024,7,23,Online,0,0,892,1,Not_Canceled
INN00261,65,Female,7,5,Basic,2024,6,11,Online,0,0,165,3,Not_Canceled
INN00262,58,Female,5,5,Standard,2024,1,16,Online,0,0,262,0,Not_Canceled
INN00263,54,Male,7,7,Standard,2023,9,14,Online,0,0,206,1,Not_Canceled
INN00264,32,Female,12,4,Premium,2024,11,6,Online,0,0,936,1,Canceled
INN00265,49,Male,16,9,Basic,2024,10,15,Online,0,0,285,0,Canceled
INN00266,64,Male,20,0,Standard,2023,9,2,Online,0,0,141,2,Not_Canceled
INN00267,47,Female,27,5,Standard,2023,8,12,Complementary,0,1,803,1,Not_Canceled
INN00268,35,Male,11,4,Standard,2023,8,23,Complementary,0,0,532,1,Not_Canceled
INN00269,63,Male,15,0,Premium,2024,12,29,Online,0,0,752,2,Canceled
INN00270,48,Female,20,1,Standard,2024,4,15,Offline,0,0,674,0,Not_Canceled
INN00271,54,Male,17,4,Standard,2024,3,11,Corporate,0,0,401,0,Not_Canceled
INN00272,18,Male,27,8,Premium,2024,8,28,Online,0,0,146,1,Canceled
INN00273,46,Male,26,0,Standard,2024,3,25,Online,0,0,569,0,Canceled
INN00274,52,Male,28,7,Basic,2024,12,9,Online,0,0,726,2,Not_Canceled
INN00275,31,Female,10,7,Premium,2024,6,12,Online,0,0,404,1,Not_Canceled
INN00276,18,Female,7,9,Standard,2024,7,6,Online,0,0,795,4,Not_Canceled
INN00277,46,Female,18,1,Basic,2024,6,15,Online,0,0,817,0,Canceled
INN00278,28,Male,6,8,Premium,2024,3,5,Online,0,0,297,2,Not_Canceled
INN00279,29,Female,20,5,Standard,2023,8,18,Online,0,0,563,1,Not_Canceled
INN00280,61,Male,19,2,Standard,2024,4,21,Online,0,0,225,1,Not_Canceled
INN00281,35,Female,16,1,Standard,2024,6,18,Offline,0,0,411,0,Not_Canceled
INN00282,19,Female,4,10,Basic,2024,5,9,Online,0,0,684,0,Canceled
INN00283,42,Female,9,6,Premium,2024,6,28,Online,0,0,704,0,Canceled
INN00284,59,Female,2,2,Premium,2024,3,9,Online,0,0,183,0,Canceled
INN00285,20,Female,12,9,Premium,2024,9,7,Online,0,0,908,0,Canceled
INN00286,62,Female,1,1,Premium,2024,8,10,Online,0,0,417,0,Not_Canceled
INN00287,20,Male,1,4,Premium,2024,5,13,Online,0,0,490,1,Not_Canceled
INN00288,60,Male,27,1,Premium,2024,4,24,Online,0,0,730,1,Canceled
INN00289,19,Male,10,9,Standard,2024,9,7,Complementary,0,3,604,1,Not_Canceled
INN00290,52,Female,21,2,Premium,2024,10,28,Online,0,0,379,0,Canceled
INN00291,65,Female,1,8,Basic,2024,3,17,Online,0,0,916,1,Not_Canceled
INN00292,64,Female,30,9,Basic,2024,8,22,Online,0,0,361,1,Canceled
INN00293,21,Female,27,4,Standard,2023,8,8,Online,0,0,547,2,Not_Canceled
INN00294,55,Male,20,0,Standard,2024,5,1,Online,0,0,395,1,Not_Canceled
INN00295,63,Female,26,0,Standard,2024,4,3,Online,0,0,683,1,Canceled
INN00296,63,Male,8,1,Basic,2024,11,1,Online,0,0,798,0,Canceled
INN00297,58,Female,6,6,Standard,2023,9,4,Offline,0,0,519,0,Not_Canceled
INN00298,50,Male,18,2,Premium,2024,8,13,Online,0,0,350,1,Not_Canceled
INN00299,29,Male,8,3,Premium,2023,12,27,Offline,0,0,748,3,Not_Canceled
INN00300,34,Female,27,6,Basic,2024,11,16,Online,0,0,261,2,Not_Canceled
INN00301,32,Female,1,1,Standard,2024,10,13,Offline,0,0,938,0,Not_Canceled
INN00302,28,Female,6,5,Premium,2024,6,15,Online,0,0,193,0,Canceled
INN00303,46,Male,14,8,Standard,2024,1,2,Offline,1,0,428,1,Not_Canceled
INN00304,57,Male,13,8,Standard,2024,10,28,Online,0,0,314,0,Canceled
INN00305,59,Male,19,8,Basic,2024,5,16,Online,0,0,309,0,Not_Canceled
INN00306,22,Female,14,2,Standard,2024,2,20,Online,0,0,629,1,Not_Canceled
INN00307,29,Male,5,5,Standard,2024,3,23,Online,0,0,209,0,Canceled
INN00308,57,Male,27,2,Premium,2023,12,29,Offline,0,0,279,0,Not_Canceled
INN00309,35,Female,13,10,Basic,2023,9,30,Offline,0,0,554,0,Not_Canceled
INN00310,64,Female,3,5,Premium,2024,8,1,Online,0,0,967,0,Canceled
INN00311,55,Male,28,8,Premium,2024,7,25,Online,0,0,866,1,Canceled
INN00312,60,Female,6,9,Standard,2024,9,16,Online,0,0,758,2,Not_Canceled
INN00313,62,Female,17,4,Standard,2023,12,26,Online,0,0,258,0,Not_Canceled
INN00314,54,Female,11,1,Basic,2024,7,9,Online,0,0,479,0,Canceled
INN00315,45,Female,23,10,Standard,2024,2,28,Offline,0,0,730,0,Not_Canceled
INN00316,41,Male,6,3,Premium,2024,4,17,Online,0,0,327,0,Canceled
INN00317,28,Male,14,4,Premium,2024,6,24,Offline,0,0,384,0,Not_Canceled
INN00318,47,Female,12,6,Basic,2024,6,6,Online,0,0,557,1,Canceled
